Şimdi,Tarih
2951.15,2012-12-21 00:00:00
2944.84,2012-12-20 00:00:00
2955.57,2012-12-19 00:00:00
2968.51,2012-12-18 00:00:00
2978.31,2012-12-17 00:00:00
2995.8,2012-12-14 00:00:00
2924.01,2012-12-13 00:00:00
2940.4,2012-12-12 00:00:00
2933.07,2012-11-12 00:00:00
2949.15,2012-10-12 00:00:00
2895.46,2012-07-12 00:00:00
2822.82,2012-06-12 00:00:00
2819.3,2012-05-12 00:00:00
2817.96,2012-04-12 00:00:00
2800.94,2012-03-12 00:00:00
2768.45,2012-11-30 00:00:00
2758.98,2012-11-29 00:00:00
2760.51,2012-11-28 00:00:00
2729.13,2012-11-27 00:00:00
2723.9,2012-11-26 00:00:00
2725.31,2012-11-23 00:00:00
2689.29,2012-11-22 00:00:00
2691.87,2012-11-21 00:00:00
2682.22,2012-11-20 00:00:00
2681.34,2012-11-19 00:00:00
2677.29,2012-11-16 00:00:00
2698.26,2012-11-15 00:00:00
2706.84,2012-11-14 00:00:00
2728.38,2012-11-13 00:00:00
2724.76,2012-12-11 00:00:00
2733.91,2012-09-11 00:00:00
2743.28,2012-08-11 00:00:00
2728.19,2012-07-11 00:00:00
2728.31,2012-06-11 00:00:00
2727.91,2012-05-11 00:00:00
2718.97,2012-02-11 00:00:00
2753.38,2012-01-11 00:00:00
2750.27,2012-10-31 00:00:00
2750.57,2012-10-30 00:00:00
2738.73,2012-10-24 00:00:00
2715.52,2012-10-23 00:00:00
2728.76,2012-10-22 00:00:00
2748.67,2012-10-19 00:00:00
2748.87,2012-10-18 00:00:00
2748.39,2012-10-17 00:00:00
2747.34,2012-10-16 00:00:00
2754.37,2012-10-15 00:00:00
2747.17,2012-12-10 00:00:00
2763.71,2012-11-10 00:00:00
2754.39,2012-10-10 00:00:00
2775.83,2012-09-10 00:00:00
2707.38,2012-08-10 00:00:00
2724.85,2012-05-10 00:00:00
2716.86,2012-04-10 00:00:00
2754.93,2012-03-10 00:00:00
2792.73,2012-02-10 00:00:00
2767.58,2012-01-10 00:00:00
2742.67,2012-09-28 00:00:00
2762.82,2012-09-27 00:00:00
2746.12,2012-09-26 00:00:00
2789.49,2012-09-25 00:00:00
2766.63,2012-09-24 00:00:00
2774.22,2012-09-21 00:00:00
2772.08,2012-09-20 00:00:00
2773.31,2012-09-19 00:00:00
2789.33,2012-09-18 00:00:00
2780.26,2012-09-17 00:00:00
2758.56,2012-09-14 00:00:00
2735.39,2012-09-13 00:00:00
2763.71,2012-12-09 00:00:00
2760.18,2012-11-09 00:00:00
2762.9,2012-10-09 00:00:00
2759.62,2012-07-09 00:00:00
2763.45,2012-06-09 00:00:00
2738.66,2012-05-09 00:00:00
2737.08,2012-04-09 00:00:00
2773.3,2012-03-09 00:00:00
2783.77,2012-08-31 00:00:00
2776.16,2012-08-29 00:00:00
2833.49,2012-08-28 00:00:00
2799.72,2012-08-27 00:00:00
2779.04,2012-08-24 00:00:00
2777.41,2012-08-23 00:00:00
2790.02,2012-08-22 00:00:00
2799.13,2012-08-17 00:00:00
2805.02,2012-08-16 00:00:00
2806.16,2012-08-15 00:00:00
2822.51,2012-08-14 00:00:00
2858.46,2012-08-13 00:00:00
2865.6,2012-10-08 00:00:00
2861.82,2012-09-08 00:00:00
2874.74,2012-08-08 00:00:00
2878.6,2012-07-08 00:00:00
2899.27,2012-06-08 00:00:00
2881.51,2012-03-08 00:00:00
2832.01,2012-02-08 00:00:00
2850.81,2012-01-08 00:00:00
2855.33,2012-07-31 00:00:00
2828.73,2012-07-30 00:00:00
2840.5,2012-07-27 00:00:00
2836.43,2012-07-26 00:00:00
2813.06,2012-07-25 00:00:00
2787,2012-07-24 00:00:00
2744.68,2012-07-23 00:00:00
2819.61,2012-07-20 00:00:00
2845.16,2012-07-19 00:00:00
2841.56,2012-07-18 00:00:00
2809.21,2012-07-17 00:00:00
2861.29,2012-07-16 00:00:00
2815.72,2012-07-13 00:00:00
2767.67,2012-12-07 00:00:00
2795.32,2012-11-07 00:00:00
2819.3,2012-10-07 00:00:00
2785.03,2012-09-07 00:00:00
2775.44,2012-06-07 00:00:00
2736.32,2012-05-07 00:00:00
2764.19,2012-04-07 00:00:00
2795.71,2012-03-07 00:00:00
2769.83,2012-02-07 00:00:00
2765.31,2012-06-29 00:00:00
2583.29,2012-06-28 00:00:00
2595.24,2012-06-27 00:00:00
2594.64,2012-06-26 00:00:00
2581.47,2012-06-25 00:00:00
2662.22,2012-06-22 00:00:00
2659.55,2012-06-21 00:00:00
2617.9,2012-06-20 00:00:00
2606.41,2012-06-19 00:00:00
2587.55,2012-06-18 00:00:00
2612.36,2012-06-15 00:00:00
2622.36,2012-06-14 00:00:00
2632.11,2012-06-13 00:00:00
2602.88,2012-12-06 00:00:00
2594.85,2012-11-06 00:00:00
2593.69,2012-08-06 00:00:00
2589.99,2012-07-06 00:00:00
2574.98,2012-06-06 00:00:00
2538.45,2012-05-06 00:00:00
2513.63,2012-04-06 00:00:00
2521.65,2012-01-06 00:00:00
2512.16,2012-05-31 00:00:00
2527.95,2012-05-30 00:00:00
2552.32,2012-05-29 00:00:00
2516.61,2012-05-28 00:00:00
2500.1,2012-05-25 00:00:00
2517.44,2012-05-24 00:00:00
2576.4,2012-05-23 00:00:00
2614.01,2012-05-22 00:00:00
2608.57,2012-05-21 00:00:00
2649.47,2012-05-18 00:00:00
2711.13,2012-05-17 00:00:00
2711.44,2012-05-16 00:00:00
2712.69,2012-05-15 00:00:00
2821.54,2012-05-14 00:00:00
2871.49,2012-11-05 00:00:00
2874.01,2012-10-05 00:00:00
2854.68,2012-09-05 00:00:00
2844.63,2012-08-05 00:00:00
2812.3,2012-07-05 00:00:00
2816.39,2012-04-05 00:00:00
2837.7,2012-03-05 00:00:00
2834.5,2012-02-05 00:00:00
2881.15,2012-04-30 00:00:00
2884.11,2012-04-27 00:00:00
2880.49,2012-04-26 00:00:00
2893.03,2012-04-25 00:00:00
2878.08,2012-04-24 00:00:00
2889.12,2012-04-20 00:00:00
2856.48,2012-04-19 00:00:00
2863.99,2012-04-18 00:00:00
2832.47,2012-04-17 00:00:00
2801.72,2012-04-16 00:00:00
2818.26,2012-04-13 00:00:00
2800.74,2012-12-04 00:00:00
2797.7,2012-11-04 00:00:00
2808.92,2012-10-04 00:00:00
2877.35,2012-09-04 00:00:00
2900.04,2012-06-04 00:00:00
2907.74,2012-05-04 00:00:00
2874.93,2012-04-04 00:00:00
2891.46,2012-03-04 00:00:00
2937.42,2012-02-04 00:00:00
2960.83,2012-03-30 00:00:00
2909.28,2012-03-29 00:00:00
2950.47,2012-03-28 00:00:00
2970.41,2012-03-27 00:00:00
2961.81,2012-03-26 00:00:00
2961.99,2012-03-23 00:00:00
2988.07,2012-03-22 00:00:00
2985.92,2012-03-21 00:00:00
2992.36,2012-03-20 00:00:00
3014.72,2012-03-19 00:00:00
2986.08,2012-03-16 00:00:00
2949.23,2012-03-15 00:00:00
2941.07,2012-03-14 00:00:00
2905.25,2012-03-13 00:00:00
2879.3,2012-12-03 00:00:00
2919.15,2012-09-03 00:00:00
2950.31,2012-08-03 00:00:00
2963.47,2012-07-03 00:00:00
2929.04,2012-06-03 00:00:00
2955.86,2012-05-03 00:00:00
2966.43,2012-02-03 00:00:00
2950.81,2012-01-03 00:00:00
2852.11,2012-02-29 00:00:00
2846.82,2012-02-28 00:00:00
2859.3,2012-02-27 00:00:00
2904.23,2012-02-24 00:00:00
2916.47,2012-02-23 00:00:00
2944.19,2012-02-22 00:00:00
2941.1,2012-02-21 00:00:00
2913.54,2012-02-20 00:00:00
2908.35,2012-02-17 00:00:00
2887.54,2012-02-16 00:00:00
2903.83,2012-02-15 00:00:00
2889.63,2012-02-14 00:00:00
2933.89,2012-02-13 00:00:00
2868.71,2012-10-02 00:00:00
2852.46,2012-09-02 00:00:00
2878.14,2012-08-02 00:00:00
2828.97,2012-07-02 00:00:00
2771.78,2012-06-02 00:00:00
2730.04,2012-03-02 00:00:00
2714.06,2012-02-02 00:00:00
2712.11,2012-01-02 00:00:00
2629.52,2012-01-31 00:00:00
2631,2012-01-30 00:00:00
2618.2,2012-01-27 00:00:00
2577.44,2012-01-26 00:00:00
2506.05,2012-01-25 00:00:00
2527.45,2012-01-24 00:00:00
2553.1,2012-01-23 00:00:00
2519.44,2012-01-20 00:00:00
2463.44,2012-01-19 00:00:00
2478.44,2012-01-18 00:00:00
2444.01,2012-01-17 00:00:00
2364.22,2012-01-16 00:00:00
2310.94,2012-01-13 00:00:00
2343.2,2012-12-01 00:00:00
2323.24,2012-11-01 00:00:00
2266.6,2012-10-01 00:00:00
2225.46,2012-09-01 00:00:00
2275.52,2012-06-01 00:00:00
2307.15,2012-05-01 00:00:00
2324.23,2012-04-01 00:00:00
2351.89,2012-03-01 00:00:00
2323.68,2012-02-01 00:00:00
2361.52,2011-12-30 00:00:00
2360.73,2011-12-29 00:00:00
2388.22,2011-12-28 00:00:00
2371.46,2011-12-27 00:00:00
2368.02,2011-12-26 00:00:00
2360.84,2011-12-23 00:00:00
2367.81,2011-12-22 00:00:00
2382.61,2011-12-21 00:00:00
2463.78,2011-12-20 00:00:00
2446.88,2011-12-19 00:00:00
2636.34,2011-12-16 00:00:00
2653.02,2011-12-15 00:00:00
2599.46,2011-12-14 00:00:00
2670.74,2011-12-13 00:00:00
2657.18,2011-12-12 00:00:00
2720.27,2011-09-12 00:00:00
2676.3,2011-08-12 00:00:00
2790.94,2011-07-12 00:00:00
2829.99,2011-06-12 00:00:00
2900.64,2011-05-12 00:00:00
2787.57,2011-02-12 00:00:00
2686.42,2011-01-12 00:00:00
2602.99,2011-11-30 00:00:00
2532.4,2011-11-29 00:00:00
2557.43,2011-11-28 00:00:00
2528.93,2011-11-25 00:00:00
2522.41,2011-11-24 00:00:00
2606.5,2011-11-23 00:00:00
2741.7,2011-11-22 00:00:00
2787.23,2011-11-21 00:00:00
2941.64,2011-11-18 00:00:00
3004.89,2011-11-17 00:00:00
3047.43,2011-11-16 00:00:00
3109.45,2011-11-15 00:00:00
3113.69,2011-11-14 00:00:00
3107.98,2011-11-11 00:00:00
3064.44,2011-10-11 00:00:00
3130.44,2011-04-11 00:00:00
3172.17,2011-03-11 00:00:00
3196.15,2011-02-11 00:00:00
3162.61,2011-01-11 00:00:00
3260.77,2011-10-31 00:00:00
3239.66,2011-10-28 00:00:00
3174.03,2011-10-27 00:00:00
3110.52,2011-10-26 00:00:00
3152.84,2011-10-25 00:00:00
3169.93,2011-10-24 00:00:00
3192.04,2011-10-21 00:00:00
3154.86,2011-10-20 00:00:00
3231.96,2011-10-19 00:00:00
3217.9,2011-10-18 00:00:00
3239.11,2011-10-17 00:00:00
3261.43,2011-10-14 00:00:00
3229.81,2011-10-13 00:00:00
3254.6,2011-12-10 00:00:00
3263.06,2011-11-10 00:00:00
3256.45,2011-10-10 00:00:00
3216.51,2011-07-10 00:00:00
3219.21,2011-06-10 00:00:00
3186.29,2011-05-10 00:00:00
3176.44,2011-04-10 00:00:00
3240.07,2011-03-10 00:00:00
3251.19,2011-09-30 00:00:00
3195.64,2011-09-29 00:00:00
3177.39,2011-09-28 00:00:00
3246.26,2011-09-27 00:00:00
3221.43,2011-09-26 00:00:00
3211.81,2011-09-23 00:00:00
3376.6,2011-09-22 00:00:00
3578.96,2011-09-21 00:00:00
3565.95,2011-09-20 00:00:00
3509.22,2011-09-19 00:00:00
3508.35,2011-09-16 00:00:00
3496.87,2011-09-15 00:00:00
3453.85,2011-09-14 00:00:00
3536.6,2011-09-13 00:00:00
3608.05,2011-12-09 00:00:00
3569.93,2011-09-09 00:00:00
3613.94,2011-08-09 00:00:00
3562.62,2011-07-09 00:00:00
3566.98,2011-06-09 00:00:00
3526.74,2011-05-09 00:00:00
3469.5,2011-02-09 00:00:00
3533.34,2011-08-29 00:00:00
3324.57,2011-08-26 00:00:00
3295.44,2011-08-25 00:00:00
3317.49,2011-08-24 00:00:00
3264.79,2011-08-23 00:00:00
3317.09,2011-08-22 00:00:00
3304.76,2011-08-19 00:00:00
3239.51,2011-08-18 00:00:00
3422.38,2011-08-17 00:00:00
3406.16,2011-08-16 00:00:00
3376.37,2011-08-15 00:00:00
3134.86,2011-12-08 00:00:00
3101.09,2011-11-08 00:00:00
3004.61,2011-10-08 00:00:00
3111.71,2011-09-08 00:00:00
3241.93,2011-08-08 00:00:00
3517.93,2011-05-08 00:00:00
3685.58,2011-04-08 00:00:00
3792.43,2011-03-08 00:00:00
3892.32,2011-02-08 00:00:00
3912.59,2011-01-08 00:00:00
3938.83,2011-07-29 00:00:00
3911.51,2011-07-28 00:00:00
3866.91,2011-07-27 00:00:00
3898.64,2011-07-26 00:00:00
3963.21,2011-07-25 00:00:00
3872.84,2011-07-22 00:00:00
3900.13,2011-07-21 00:00:00
4017.85,2011-07-20 00:00:00
4074.88,2011-07-19 00:00:00
4096.59,2011-07-18 00:00:00
4104.62,2011-07-15 00:00:00
4145.13,2011-07-14 00:00:00
4154.69,2011-07-13 00:00:00
4133.89,2011-12-07 00:00:00
4148.98,2011-11-07 00:00:00
4170.99,2011-08-07 00:00:00
4187.83,2011-07-07 00:00:00
4174.23,2011-06-07 00:00:00
4175.8,2011-05-07 00:00:00
4193.98,2011-04-07 00:00:00
4210.42,2011-01-07 00:00:00
4221.61,2011-06-30 00:00:00
4214.45,2011-06-29 00:00:00
4277.48,2011-06-28 00:00:00
4250.42,2011-06-27 00:00:00
4212.43,2011-06-24 00:00:00
4212.57,2011-06-23 00:00:00
4224.67,2011-06-22 00:00:00
4265.82,2011-06-21 00:00:00
4226.05,2011-06-20 00:00:00
4245.68,2011-06-17 00:00:00
4262.72,2011-06-16 00:00:00
4259.5,2011-06-15 00:00:00
4210.96,2011-06-14 00:00:00
4255.14,2011-06-13 00:00:00
4274.94,2011-10-06 00:00:00
4251.67,2011-09-06 00:00:00
4371.95,2011-08-06 00:00:00
4382.64,2011-07-06 00:00:00
4364.73,2011-06-06 00:00:00
4351.26,2011-03-06 00:00:00
4318.08,2011-02-06 00:00:00
4345.33,2011-01-06 00:00:00
4286.44,2011-05-31 00:00:00
4150.63,2011-05-30 00:00:00
4134.95,2011-05-27 00:00:00
4244.25,2011-05-26 00:00:00
4245.36,2011-05-25 00:00:00
4253.86,2011-05-24 00:00:00
4222.44,2011-05-23 00:00:00
4268.25,2011-05-20 00:00:00
4229.04,2011-05-18 00:00:00
4325.44,2011-05-17 00:00:00
4234.53,2011-05-16 00:00:00
4277.53,2011-05-13 00:00:00
4413.13,2011-12-05 00:00:00
4369.12,2011-11-05 00:00:00
4460.24,2011-10-05 00:00:00
4511.22,2011-09-05 00:00:00
4522.96,2011-06-05 00:00:00
4550.85,2011-05-05 00:00:00
4564.39,2011-04-05 00:00:00
4608.95,2011-03-05 00:00:00
4591.98,2011-02-05 00:00:00
4607.14,2011-04-29 00:00:00
4620.46,2011-04-28 00:00:00
4538.84,2011-04-27 00:00:00
4555.59,2011-04-26 00:00:00
4611.22,2011-04-25 00:00:00
4554.7,2011-04-22 00:00:00
4492.33,2011-04-21 00:00:00
4495.78,2011-04-20 00:00:00
4491.1,2011-04-19 00:00:00
4383.63,2011-04-18 00:00:00
4521.95,2011-04-15 00:00:00
4558.08,2011-04-14 00:00:00
4552.93,2011-04-13 00:00:00
4525.93,2011-12-04 00:00:00
4474.46,2011-11-04 00:00:00
4377.73,2011-08-04 00:00:00
4484.68,2011-07-04 00:00:00
4556.78,2011-06-04 00:00:00
4398.81,2011-05-04 00:00:00
4356.06,2011-04-04 00:00:00
4361.22,2011-01-04 00:00:00
4330.76,2011-03-31 00:00:00
4267.57,2011-03-30 00:00:00
4181.95,2011-03-29 00:00:00
4139.99,2011-03-28 00:00:00
4134.5,2011-03-25 00:00:00
4142.28,2011-03-24 00:00:00
4048.06,2011-03-23 00:00:00
4064.46,2011-03-22 00:00:00
4035.01,2011-03-21 00:00:00
4037.77,2011-03-18 00:00:00
4021.3,2011-03-17 00:00:00
4001.22,2011-03-16 00:00:00
4050.63,2011-03-15 00:00:00
4088.16,2011-03-14 00:00:00
4056.29,2011-11-03 00:00:00
4001.53,2011-10-03 00:00:00
4003.2,2011-09-03 00:00:00
3976.92,2011-08-03 00:00:00
3795.04,2011-07-03 00:00:00
3891.33,2011-04-03 00:00:00
3888.77,2011-03-03 00:00:00
3759.21,2011-02-03 00:00:00
3707.79,2011-01-03 00:00:00
3817.85,2011-02-28 00:00:00
3770.38,2011-02-25 00:00:00
3717.33,2011-02-24 00:00:00
3946.11,2011-02-23 00:00:00
4065.75,2011-02-22 00:00:00
4127.7,2011-02-21 00:00:00
4171,2011-02-18 00:00:00
4101.64,2011-02-17 00:00:00
4135.81,2011-02-16 00:00:00
4196.27,2011-02-15 00:00:00
4205.45,2011-02-14 00:00:00
4223.37,2011-11-02 00:00:00
4180.25,2011-10-02 00:00:00
4215.28,2011-09-02 00:00:00
4198.37,2011-08-02 00:00:00
4164.49,2011-07-02 00:00:00
4185.47,2011-04-02 00:00:00
4155.08,2011-03-02 00:00:00
4192.21,2011-02-02 00:00:00
4221.29,2011-01-02 00:00:00
4091.34,2011-01-31 00:00:00
4143.86,2011-01-28 00:00:00
4248.28,2011-01-27 00:00:00
4325.45,2011-01-26 00:00:00
4319.76,2011-01-25 00:00:00
4354.07,2011-01-24 00:00:00
4383.31,2011-01-21 00:00:00
4341.97,2011-01-20 00:00:00
4425.28,2011-01-19 00:00:00
4464.48,2011-01-18 00:00:00
4490.73,2011-01-17 00:00:00
4528.93,2011-01-14 00:00:00
4556.71,2011-01-13 00:00:00
4552.84,2011-12-01 00:00:00
4527.84,2011-11-01 00:00:00
4540.59,2011-10-01 00:00:00
4583.75,2011-07-01 00:00:00
4615.11,2011-06-01 00:00:00
4569.14,2011-05-01 00:00:00
4586.78,2011-04-01 00:00:00
4534.49,2011-03-01 00:00:00
4458.14,2010-12-31 00:00:00
4488.3,2010-12-30 00:00:00
4494.33,2010-12-29 00:00:00
4493.32,2010-12-28 00:00:00
4504.82,2010-12-27 00:00:00
4529.44,2010-12-24 00:00:00
4496.3,2010-12-23 00:00:00
4456.88,2010-12-22 00:00:00
4462.44,2010-12-21 00:00:00
4351.05,2010-12-20 00:00:00
4365.97,2010-12-17 00:00:00
4440.33,2010-12-16 00:00:00
4490.17,2010-12-15 00:00:00
4498.48,2010-12-14 00:00:00
4498.54,2010-12-13 00:00:00
4435.23,2010-10-12 00:00:00
4479.18,2010-09-12 00:00:00
4552.19,2010-08-12 00:00:00
4506.92,2010-07-12 00:00:00
4503.65,2010-06-12 00:00:00
4460.7,2010-03-12 00:00:00
4463.92,2010-02-12 00:00:00
4455.96,2010-01-12 00:00:00
4421.06,2010-11-30 00:00:00
4376.72,2010-11-29 00:00:00
4434.82,2010-11-26 00:00:00
4462.74,2010-11-25 00:00:00
4481.34,2010-11-24 00:00:00
4436.8,2010-11-23 00:00:00
4642.55,2010-11-22 00:00:00
4714.13,2010-11-15 00:00:00
4702.14,2010-12-11 00:00:00
4810.51,2010-11-11 00:00:00
4821.7,2010-10-11 00:00:00
4875.48,2010-09-11 00:00:00
4887.26,2010-08-11 00:00:00
4886.52,2010-05-11 00:00:00
4850.15,2010-04-11 00:00:00
4650.99,2010-03-11 00:00:00
4692.34,2010-02-11 00:00:00
4768.89,2010-01-11 00:00:00
4734.96,2010-10-28 00:00:00
4765.62,2010-10-27 00:00:00
4973.6,2010-10-26 00:00:00
4961.9,2010-10-25 00:00:00
4859.48,2010-10-22 00:00:00
4819.31,2010-10-21 00:00:00
4779.39,2010-10-20 00:00:00
4771.76,2010-10-19 00:00:00
4779.68,2010-10-18 00:00:00
4717.59,2010-10-15 00:00:00
4704.58,2010-10-14 00:00:00
4732.6,2010-10-13 00:00:00
4749.47,2010-12-10 00:00:00
4768.96,2010-11-10 00:00:00
4701.27,2010-08-10 00:00:00
4702.57,2010-07-10 00:00:00
4699.49,2010-06-10 00:00:00
4642.78,2010-05-10 00:00:00
4574.26,2010-04-10 00:00:00
4508.38,2010-01-10 00:00:00
4595,2010-09-30 00:00:00
4555.36,2010-09-29 00:00:00
4588.55,2010-09-28 00:00:00
4501.05,2010-09-27 00:00:00
4483.81,2010-09-24 00:00:00
4443.48,2010-09-23 00:00:00
4511.74,2010-09-22 00:00:00
4491.3,2010-09-21 00:00:00
4489.4,2010-09-20 00:00:00
4453.32,2010-09-17 00:00:00
4511.19,2010-09-16 00:00:00
4469.1,2010-09-15 00:00:00
4524.46,2010-09-14 00:00:00
4526.15,2010-09-13 00:00:00
4409.51,2010-08-09 00:00:00
4407.89,2010-07-09 00:00:00
4471.95,2010-06-09 00:00:00
4503.75,2010-03-09 00:00:00
4476.37,2010-02-09 00:00:00
4413.64,2010-01-09 00:00:00
4339.55,2010-08-31 00:00:00
4314.5,2010-08-27 00:00:00
4336.67,2010-08-26 00:00:00
4293.69,2010-08-25 00:00:00
4285.17,2010-08-24 00:00:00
4389.72,2010-08-23 00:00:00
4356.4,2010-08-20 00:00:00
4237.82,2010-08-19 00:00:00
4176.04,2010-08-18 00:00:00
4126.99,2010-08-17 00:00:00
4134.72,2010-08-16 00:00:00
4265.7,2010-08-13 00:00:00
4283.29,2010-12-08 00:00:00
4159.38,2010-11-08 00:00:00
4203.91,2010-10-08 00:00:00
4244.8,2010-09-08 00:00:00
4177.55,2010-06-08 00:00:00
4127.15,2010-05-08 00:00:00
4156.32,2010-04-08 00:00:00
4170.58,2010-03-08 00:00:00
4165.97,2010-02-08 00:00:00
4044.13,2010-07-30 00:00:00
4048.08,2010-07-29 00:00:00
4000.23,2010-07-28 00:00:00
4016.3,2010-07-27 00:00:00
4035.05,2010-07-26 00:00:00
4005.64,2010-07-23 00:00:00
4021.5,2010-07-22 00:00:00
4003.6,2010-07-21 00:00:00
3981.62,2010-07-20 00:00:00
3956.83,2010-07-19 00:00:00
3959.63,2010-07-16 00:00:00
3993.06,2010-07-15 00:00:00
4040.32,2010-07-14 00:00:00
4087.09,2010-07-13 00:00:00
4049.86,2010-12-07 00:00:00
4008.43,2010-09-07 00:00:00
4030.74,2010-08-07 00:00:00
4053.53,2010-07-07 00:00:00
4065.39,2010-06-07 00:00:00
3952.27,2010-05-07 00:00:00
3894.54,2010-02-07 00:00:00
3843.23,2010-01-07 00:00:00
3880.2,2010-06-30 00:00:00
3887.68,2010-06-29 00:00:00
3945.96,2010-06-28 00:00:00
3953.44,2010-06-25 00:00:00
3964.08,2010-06-24 00:00:00
3964.25,2010-06-23 00:00:00
4019.53,2010-06-22 00:00:00
4099.3,2010-06-21 00:00:00
4119.96,2010-06-18 00:00:00
4132.08,2010-06-17 00:00:00
4139.73,2010-06-16 00:00:00
4167.09,2010-06-15 00:00:00
4049.82,2010-06-14 00:00:00
4033.93,2010-11-06 00:00:00
4038.65,2010-10-06 00:00:00
3976.99,2010-09-06 00:00:00
3926.09,2010-08-06 00:00:00
3982.33,2010-07-06 00:00:00
3986.27,2010-04-06 00:00:00
4114.74,2010-03-06 00:00:00
4087.33,2010-02-06 00:00:00
4010.91,2010-01-06 00:00:00
4001.8,2010-05-31 00:00:00
4135.19,2010-05-28 00:00:00
4144.3,2010-05-27 00:00:00
4045.25,2010-05-26 00:00:00
3947.91,2010-05-25 00:00:00
4120.3,2010-05-24 00:00:00
4028.85,2010-05-21 00:00:00
4105.06,2010-05-20 00:00:00
4282.35,2010-05-18 00:00:00
4339.09,2010-05-17 00:00:00
4392.03,2010-05-14 00:00:00
4571.16,2010-05-13 00:00:00
4550.15,2010-12-05 00:00:00
4459.84,2010-11-05 00:00:00
4461.84,2010-10-05 00:00:00
4099.72,2010-07-05 00:00:00
4459.32,2010-06-05 00:00:00
4539.9,2010-05-05 00:00:00
4690.05,2010-04-05 00:00:00
4828.47,2010-03-05 00:00:00
4838.27,2010-04-30 00:00:00
4707.88,2010-04-29 00:00:00
4745.95,2010-04-28 00:00:00
4844.5,2010-04-27 00:00:00
4958.72,2010-04-26 00:00:00
4932.67,2010-04-22 00:00:00
4975.03,2010-04-21 00:00:00
5020.95,2010-04-20 00:00:00
4876.17,2010-04-19 00:00:00
4820.21,2010-04-16 00:00:00
4867.44,2010-04-15 00:00:00
4863.4,2010-04-14 00:00:00
5029.08,2010-04-13 00:00:00
5016.64,2010-12-04 00:00:00
5098.5,2010-09-04 00:00:00
5129.28,2010-08-04 00:00:00
5031.82,2010-07-04 00:00:00
5025.03,2010-06-04 00:00:00
5076.02,2010-05-04 00:00:00
4920.37,2010-02-04 00:00:00
4722.22,2010-01-04 00:00:00
4691.66,2010-03-31 00:00:00
4692.78,2010-03-30 00:00:00
4668.66,2010-03-29 00:00:00
4678.06,2010-03-26 00:00:00
4696.18,2010-03-25 00:00:00
4571.68,2010-03-24 00:00:00
4593.47,2010-03-23 00:00:00
4571.22,2010-03-22 00:00:00
4566.68,2010-03-19 00:00:00
4563.92,2010-03-18 00:00:00
4628.99,2010-03-17 00:00:00
4601.26,2010-03-16 00:00:00
4457.79,2010-03-15 00:00:00
4571.23,2010-12-03 00:00:00
4617.33,2010-11-03 00:00:00
4634.51,2010-10-03 00:00:00
4648.36,2010-09-03 00:00:00
4704.03,2010-08-03 00:00:00
4658.87,2010-05-03 00:00:00
4669.69,2010-04-03 00:00:00
4675.66,2010-03-03 00:00:00
4623.71,2010-02-03 00:00:00
4569.86,2010-01-03 00:00:00
4494.94,2010-02-26 00:00:00
4412.72,2010-02-25 00:00:00
4521.09,2010-02-24 00:00:00
4721.28,2010-02-23 00:00:00
4670.04,2010-02-22 00:00:00
4756.9,2010-02-19 00:00:00
4786.17,2010-02-18 00:00:00
4745.79,2010-02-17 00:00:00
4687.55,2010-02-16 00:00:00
4645.96,2010-02-15 00:00:00
4668.16,2010-12-02 00:00:00
4722.65,2010-11-02 00:00:00
4619.09,2010-10-02 00:00:00
4575.21,2010-09-02 00:00:00
4501.32,2010-08-02 00:00:00
4590.06,2010-05-02 00:00:00
4789.9,2010-04-02 00:00:00
4926,2010-03-02 00:00:00
4931.1,2010-02-02 00:00:00
4940.49,2010-01-02 00:00:00
4952.01,2010-01-29 00:00:00
4947.23,2010-01-28 00:00:00
4916.62,2010-01-27 00:00:00
4949.29,2010-01-26 00:00:00
4828.78,2010-01-25 00:00:00
4809.45,2010-01-22 00:00:00
4871.93,2010-01-21 00:00:00
4873.33,2010-01-20 00:00:00
4937.69,2010-01-19 00:00:00
4969.61,2010-01-18 00:00:00
4772.09,2010-01-15 00:00:00
4805.92,2010-01-14 00:00:00
4712.66,2010-01-13 00:00:00
4518.15,2010-12-01 00:00:00
4442.89,2010-11-01 00:00:00
4385.22,2010-08-01 00:00:00
4419.44,2010-07-01 00:00:00
4360.68,2010-06-01 00:00:00
4261.09,2010-05-01 00:00:00
4185.86,2010-04-01 00:00:00
4113.09,2009-12-31 00:00:00
4059.24,2009-12-30 00:00:00
4080.81,2009-12-29 00:00:00
4108.31,2009-12-28 00:00:00
4142.13,2009-12-25 00:00:00
4182.29,2009-12-24 00:00:00
4172.19,2009-12-23 00:00:00
4095.18,2009-12-22 00:00:00
4133.22,2009-12-21 00:00:00
3999.63,2009-12-18 00:00:00
3962.07,2009-12-17 00:00:00
4061.24,2009-12-16 00:00:00
4090.18,2009-12-15 00:00:00
4082.07,2009-12-14 00:00:00
4033.94,2009-11-12 00:00:00
4030.12,2009-10-12 00:00:00
3969.36,2009-09-12 00:00:00
4070.64,2009-08-12 00:00:00
4000.15,2009-07-12 00:00:00
3967.79,2009-04-12 00:00:00
3948.45,2009-03-12 00:00:00
3889.75,2009-02-12 00:00:00
3655.53,2009-01-12 00:00:00
3595.89,2009-11-26 00:00:00
3600.01,2009-11-25 00:00:00
3617.83,2009-11-24 00:00:00
3668.87,2009-11-23 00:00:00
