Şimdi,Tarih
2445.95,2016-01-26 00:00:00
2412.77,2016-01-25 00:00:00
2421.63,2016-01-22 00:00:00
2351.96,2016-01-21 00:00:00
2397.43,2016-01-20 00:00:00
2458.81,2016-01-19 00:00:00
2467.45,2016-01-18 00:00:00
2486.69,2016-01-15 00:00:00
2513.5,2016-01-14 00:00:00
2555.5,2016-01-13 00:00:00
2553.68,2016-12-01 00:00:00
2548.8,2016-11-01 00:00:00
2519.78,2016-08-01 00:00:00
2559.29,2016-07-01 00:00:00
2560.82,2016-06-01 00:00:00
2557.38,2016-05-01 00:00:00
2568.38,2016-04-01 00:00:00
2604.32,2015-12-31 00:00:00
2611.6,2015-12-30 00:00:00
2623.6,2015-12-29 00:00:00
2619.4,2015-12-28 00:00:00
2637,2015-12-25 00:00:00
2658.59,2015-12-24 00:00:00
2653.88,2015-12-23 00:00:00
2575.88,2015-12-22 00:00:00
2560.09,2015-12-21 00:00:00
2456.24,2015-12-18 00:00:00
2375.61,2015-12-17 00:00:00
2318.15,2015-12-16 00:00:00
2311.54,2015-12-15 00:00:00
2273.93,2015-12-14 00:00:00
2282.76,2015-11-12 00:00:00
2335.52,2015-10-12 00:00:00
2396.46,2015-09-12 00:00:00
2359.64,2015-08-12 00:00:00
2439.97,2015-07-12 00:00:00
2478.94,2015-04-12 00:00:00
2512.41,2015-03-12 00:00:00
2556.33,2015-02-12 00:00:00
2552,2015-01-12 00:00:00
2508.22,2015-11-30 00:00:00
2513.87,2015-11-27 00:00:00
2497.99,2015-11-26 00:00:00
2563.31,2015-11-25 00:00:00
2546.93,2015-11-24 00:00:00
2680.77,2015-11-23 00:00:00
2723.46,2015-11-20 00:00:00
2700.33,2015-11-19 00:00:00
2663.93,2015-11-18 00:00:00
2680.26,2015-11-17 00:00:00
2703.15,2015-11-16 00:00:00
2697.49,2015-11-13 00:00:00
2711.26,2015-12-11 00:00:00
2695.41,2015-11-11 00:00:00
2675.07,2015-10-11 00:00:00
2712.67,2015-09-11 00:00:00
2674.28,2015-06-11 00:00:00
2711.62,2015-05-11 00:00:00
2729.63,2015-04-11 00:00:00
2657.55,2015-03-11 00:00:00
2628.8,2015-02-11 00:00:00
2450.57,2015-10-30 00:00:00
2431.82,2015-10-28 00:00:00
2460.59,2015-10-27 00:00:00
2506.85,2015-10-26 00:00:00
2565.39,2015-10-23 00:00:00
2587.2,2015-10-22 00:00:00
2592.1,2015-10-21 00:00:00
2633.01,2015-10-20 00:00:00
2603.22,2015-10-19 00:00:00
2622.37,2015-10-16 00:00:00
2609.05,2015-10-15 00:00:00
2617.6,2015-10-14 00:00:00
2564.78,2015-10-13 00:00:00
2624.11,2015-12-10 00:00:00
2662.24,2015-09-10 00:00:00
2597.27,2015-08-10 00:00:00
2579.83,2015-07-10 00:00:00
2529.03,2015-06-10 00:00:00
2536.48,2015-05-10 00:00:00
2475.47,2015-02-10 00:00:00
2486.88,2015-01-10 00:00:00
2486.01,2015-09-30 00:00:00
2469.08,2015-09-29 00:00:00
2462.42,2015-09-28 00:00:00
2518.41,2015-09-23 00:00:00
2539.68,2015-09-22 00:00:00
2545.13,2015-09-21 00:00:00
2492.83,2015-09-18 00:00:00
2488.26,2015-09-17 00:00:00
2491.49,2015-09-16 00:00:00
2469.25,2015-09-15 00:00:00
2429.38,2015-09-14 00:00:00
2452.79,2015-11-09 00:00:00
2462.24,2015-10-09 00:00:00
2476.66,2015-09-09 00:00:00
2465.04,2015-08-09 00:00:00
2450.74,2015-07-09 00:00:00
2497.82,2015-04-09 00:00:00
2481.84,2015-03-09 00:00:00
2470.15,2015-02-09 00:00:00
2461.21,2015-01-09 00:00:00
2524.77,2015-08-31 00:00:00
2489.77,2015-08-28 00:00:00
2508.67,2015-08-27 00:00:00
2454.04,2015-08-26 00:00:00
2462.16,2015-08-25 00:00:00
2401.9,2015-08-24 00:00:00
2542.57,2015-08-21 00:00:00
2560.46,2015-08-20 00:00:00
2576.85,2015-08-19 00:00:00
2547.4,2015-08-18 00:00:00
2534.46,2015-08-17 00:00:00
2555.08,2015-08-14 00:00:00
2536.3,2015-08-13 00:00:00
2553.57,2015-12-08 00:00:00
2638.44,2015-11-08 00:00:00
2568.75,2015-10-08 00:00:00
2607.66,2015-07-08 00:00:00
2627.93,2015-06-08 00:00:00
2614.25,2015-05-08 00:00:00
2638.43,2015-04-08 00:00:00
2663.47,2015-03-08 00:00:00
2712.78,2015-07-31 00:00:00
2656.47,2015-07-30 00:00:00
2664.21,2015-07-29 00:00:00
2676.75,2015-07-28 00:00:00
2676.42,2015-07-27 00:00:00
2673.13,2015-07-24 00:00:00
2666.03,2015-07-23 00:00:00
2782.14,2015-07-22 00:00:00
2812.57,2015-07-21 00:00:00
2780.97,2015-07-20 00:00:00
2741.1,2015-07-16 00:00:00
2753.98,2015-07-15 00:00:00
2702.63,2015-07-14 00:00:00
2706.74,2015-07-13 00:00:00
2708.17,2015-10-07 00:00:00
2659.67,2015-09-07 00:00:00
2608.7,2015-08-07 00:00:00
2644.23,2015-07-07 00:00:00
2685.17,2015-06-07 00:00:00
2661.46,2015-03-07 00:00:00
2672.63,2015-02-07 00:00:00
2660.02,2015-01-07 00:00:00
2656.75,2015-06-30 00:00:00
2633.4,2015-06-29 00:00:00
2702.54,2015-06-26 00:00:00
2709.51,2015-06-25 00:00:00
2742.1,2015-06-24 00:00:00
2726.44,2015-06-23 00:00:00
2672.62,2015-06-22 00:00:00
2650.8,2015-06-19 00:00:00
2634.56,2015-06-18 00:00:00
2598.94,2015-06-17 00:00:00
2582.64,2015-06-16 00:00:00
2555.08,2015-06-15 00:00:00
2596.76,2015-12-06 00:00:00
2610.29,2015-11-06 00:00:00
2577.4,2015-10-06 00:00:00
2468.65,2015-09-06 00:00:00
2391.11,2015-08-06 00:00:00
2703.98,2015-05-06 00:00:00
2738.08,2015-04-06 00:00:00
2811.73,2015-03-06 00:00:00
2769.08,2015-02-06 00:00:00
2770.13,2015-01-06 00:00:00
2824.78,2015-05-29 00:00:00
2855.58,2015-05-28 00:00:00
2795.77,2015-05-27 00:00:00
2796.83,2015-05-26 00:00:00
2788.97,2015-05-25 00:00:00
2847.85,2015-05-22 00:00:00
2804.77,2015-05-21 00:00:00
2819.84,2015-05-20 00:00:00
2807.49,2015-05-18 00:00:00
2800.89,2015-05-15 00:00:00
2823.18,2015-05-14 00:00:00
2810.56,2015-05-13 00:00:00
2720.33,2015-12-05 00:00:00
2739.83,2015-11-05 00:00:00
2676.28,2015-08-05 00:00:00
2677.44,2015-07-05 00:00:00
2693.77,2015-06-05 00:00:00
2740.56,2015-05-05 00:00:00
2762.49,2015-04-05 00:00:00
2749.73,2015-04-30 00:00:00
2811.87,2015-04-29 00:00:00
2839.94,2015-04-28 00:00:00
2818.69,2015-04-27 00:00:00
2783.1,2015-04-24 00:00:00
2820.22,2015-04-22 00:00:00
2706.02,2015-04-21 00:00:00
2663.92,2015-04-20 00:00:00
2652.34,2015-04-17 00:00:00
2639.33,2015-04-16 00:00:00
2614.64,2015-04-15 00:00:00
2678,2015-04-14 00:00:00
2711,2015-04-13 00:00:00
2736.07,2015-10-04 00:00:00
2775.66,2015-09-04 00:00:00
2770.87,2015-08-04 00:00:00
2696.95,2015-07-04 00:00:00
2699.93,2015-06-04 00:00:00
2666.82,2015-03-04 00:00:00
2640.06,2015-02-04 00:00:00
2625.94,2015-01-04 00:00:00
2628.71,2015-03-31 00:00:00
2654.9,2015-03-30 00:00:00
2636,2015-03-27 00:00:00
2641.31,2015-03-26 00:00:00
2671.98,2015-03-25 00:00:00
2669.71,2015-03-24 00:00:00
2748.81,2015-03-23 00:00:00
2761.62,2015-03-20 00:00:00
2733.95,2015-03-19 00:00:00
2689.11,2015-03-18 00:00:00
2685.47,2015-03-17 00:00:00
2592.23,2015-03-16 00:00:00
2599.39,2015-03-13 00:00:00
2645.54,2015-12-03 00:00:00
2657.15,2015-11-03 00:00:00
2648.54,2015-10-03 00:00:00
2796.7,2015-09-03 00:00:00
2802.79,2015-06-03 00:00:00
2795.7,2015-05-03 00:00:00
2809.73,2015-04-03 00:00:00
2916.03,2015-03-03 00:00:00
2913.3,2015-02-03 00:00:00
2942.36,2015-02-27 00:00:00
2995.06,2015-02-26 00:00:00
3042.55,2015-02-25 00:00:00
3030.19,2015-02-24 00:00:00
2972.41,2015-02-23 00:00:00
2988.89,2015-02-20 00:00:00
3058.56,2015-02-19 00:00:00
2969.7,2015-02-18 00:00:00
2960.08,2015-02-17 00:00:00
3024.58,2015-02-16 00:00:00
3047.22,2015-02-13 00:00:00
3051.89,2015-12-02 00:00:00
3011.5,2015-11-02 00:00:00
2939.64,2015-10-02 00:00:00
2973.55,2015-09-02 00:00:00
3002.45,2015-06-02 00:00:00
3070.2,2015-05-02 00:00:00
3071.68,2015-04-02 00:00:00
3084.09,2015-03-02 00:00:00
3170.62,2015-02-02 00:00:00
3136.9,2015-01-30 00:00:00
3140.51,2015-01-29 00:00:00
3158.76,2015-01-28 00:00:00
3139.36,2015-01-27 00:00:00
3133.47,2015-01-26 00:00:00
3079.64,2015-01-23 00:00:00
3062.59,2015-01-22 00:00:00
3042.42,2015-01-21 00:00:00
3025.62,2015-01-20 00:00:00
3003.72,2015-01-19 00:00:00
3004.46,2015-01-16 00:00:00
2971.61,2015-01-15 00:00:00
2947.6,2015-01-14 00:00:00
2941.38,2015-01-13 00:00:00
2959.31,2015-12-01 00:00:00
2942.77,2015-09-01 00:00:00
2934.25,2015-08-01 00:00:00
2855.73,2015-07-01 00:00:00
2867.48,2015-06-01 00:00:00
2859.48,2015-05-01 00:00:00
2841.68,2015-02-01 00:00:00
2844.82,2014-12-31 00:00:00
2833.58,2014-12-30 00:00:00
2821.36,2014-12-29 00:00:00
2871.02,2014-12-26 00:00:00
2924.97,2014-12-25 00:00:00
2924.87,2014-12-24 00:00:00
2811.41,2014-12-23 00:00:00
2786.14,2014-12-22 00:00:00
2734.94,2014-12-19 00:00:00
2756.46,2014-12-18 00:00:00
2713.37,2014-12-17 00:00:00
2631.2,2014-12-16 00:00:00
2822.06,2014-12-15 00:00:00
2860.35,2014-12-12 00:00:00
2932.93,2014-11-12 00:00:00
2938.06,2014-10-12 00:00:00
2957.31,2014-09-12 00:00:00
2969.05,2014-08-12 00:00:00
2971.38,2014-05-12 00:00:00
2975.69,2014-04-12 00:00:00
2979.92,2014-03-12 00:00:00
2981.23,2014-02-12 00:00:00
3015.74,2014-01-12 00:00:00
2982.23,2014-11-28 00:00:00
3017.41,2014-11-27 00:00:00
2989.8,2014-11-26 00:00:00
2953.44,2014-11-25 00:00:00
2893.05,2014-11-24 00:00:00
2906.85,2014-11-21 00:00:00
2933.68,2014-11-20 00:00:00
2907.98,2014-11-19 00:00:00
2926.49,2014-11-18 00:00:00
2878.47,2014-11-17 00:00:00
2956.86,2014-11-14 00:00:00
2991.35,2014-11-13 00:00:00
2894.16,2014-12-11 00:00:00
2916.97,2014-11-11 00:00:00
2927.71,2014-10-11 00:00:00
2911.57,2014-07-11 00:00:00
2970.28,2014-06-11 00:00:00
3016.61,2014-05-11 00:00:00
2867.77,2014-04-11 00:00:00
2754.3,2014-03-11 00:00:00
2702.21,2014-10-31 00:00:00
2655.57,2014-10-30 00:00:00
2576.25,2014-10-28 00:00:00
2553.46,2014-10-27 00:00:00
2538.59,2014-10-24 00:00:00
2525.26,2014-10-23 00:00:00
2512.12,2014-10-22 00:00:00
2532.93,2014-10-21 00:00:00
2496.81,2014-10-20 00:00:00
2460.08,2014-10-17 00:00:00
2368.56,2014-10-16 00:00:00
2484.83,2014-10-15 00:00:00
2478.45,2014-10-14 00:00:00
2422.43,2014-10-13 00:00:00
2297.77,2014-10-10 00:00:00
2361.46,2014-09-10 00:00:00
2304.75,2014-08-10 00:00:00
2336.29,2014-03-10 00:00:00
2370.66,2014-02-10 00:00:00
2367.75,2014-01-10 00:00:00
2268.89,2014-09-30 00:00:00
2197.13,2014-09-29 00:00:00
2222.96,2014-09-26 00:00:00
2254.82,2014-09-25 00:00:00
2259.43,2014-09-24 00:00:00
2306.74,2014-09-23 00:00:00
2293.43,2014-09-22 00:00:00
2305.07,2014-09-19 00:00:00
2308.56,2014-09-18 00:00:00
2343.41,2014-09-17 00:00:00
2342.79,2014-09-16 00:00:00
2341,2014-09-15 00:00:00
2355.8,2014-12-09 00:00:00
2382.22,2014-11-09 00:00:00
2408.55,2014-10-09 00:00:00
2405.72,2014-09-09 00:00:00
2469.5,2014-08-09 00:00:00
2491.43,2014-05-09 00:00:00
2446.05,2014-04-09 00:00:00
2428.37,2014-03-09 00:00:00
2400.84,2014-02-09 00:00:00
2377.18,2014-01-09 00:00:00
2359.47,2014-08-29 00:00:00
2354.3,2014-08-28 00:00:00
2366.14,2014-08-27 00:00:00
2373.94,2014-08-26 00:00:00
2348.38,2014-08-25 00:00:00
2316.22,2014-08-22 00:00:00
2316.21,2014-08-21 00:00:00
2289.3,2014-08-20 00:00:00
2312.6,2014-08-19 00:00:00
2307.35,2014-08-18 00:00:00
2288.16,2014-08-15 00:00:00
2324.28,2014-08-14 00:00:00
2296.93,2014-08-13 00:00:00
2301.76,2014-12-08 00:00:00
2287.37,2014-11-08 00:00:00
2328.56,2014-08-08 00:00:00
2347.97,2014-07-08 00:00:00
2350.21,2014-06-08 00:00:00
2334.29,2014-05-08 00:00:00
2369.57,2014-04-08 00:00:00
2391.31,2014-01-08 00:00:00
2380.28,2014-07-31 00:00:00
2485.91,2014-07-25 00:00:00
2548.88,2014-07-24 00:00:00
2464.92,2014-07-23 00:00:00
2484.02,2014-07-22 00:00:00
2356.05,2014-07-21 00:00:00
2322.6,2014-07-18 00:00:00
2317,2014-07-17 00:00:00
2348.65,2014-07-16 00:00:00
2334.17,2014-07-15 00:00:00
2317.12,2014-07-14 00:00:00
2317.14,2014-11-07 00:00:00
2284.65,2014-10-07 00:00:00
2292.88,2014-09-07 00:00:00
2323.88,2014-08-07 00:00:00
2331.4,2014-07-07 00:00:00
2330.18,2014-04-07 00:00:00
2292.78,2014-03-07 00:00:00
2289.53,2014-02-07 00:00:00
2323.93,2014-01-07 00:00:00
2377.21,2014-06-30 00:00:00
2361.86,2014-06-27 00:00:00
2365.95,2014-06-26 00:00:00
2375.72,2014-06-25 00:00:00
2389.7,2014-06-24 00:00:00
2404.24,2014-06-23 00:00:00
2387.38,2014-06-20 00:00:00
2404.64,2014-06-19 00:00:00
2394.75,2014-06-18 00:00:00
2398.48,2014-06-17 00:00:00
2351.6,2014-06-16 00:00:00
2401.32,2014-06-13 00:00:00
2431.65,2014-12-06 00:00:00
2387.47,2014-11-06 00:00:00
2497.8,2014-10-06 00:00:00
2498.69,2014-09-06 00:00:00
2518.64,2014-06-06 00:00:00
2447.22,2014-05-06 00:00:00
2418.77,2014-04-06 00:00:00
2444.33,2014-03-06 00:00:00
2459.29,2014-02-06 00:00:00
2452.32,2014-05-30 00:00:00
2422.71,2014-05-29 00:00:00
2392.94,2014-05-28 00:00:00
2368.41,2014-05-27 00:00:00
2390.67,2014-05-26 00:00:00
2361.72,2014-05-23 00:00:00
2366.84,2014-05-22 00:00:00
2370.47,2014-05-21 00:00:00
2302.31,2014-05-20 00:00:00
2304.6,2014-05-16 00:00:00
2333.46,2014-05-15 00:00:00
2337.14,2014-05-14 00:00:00
2373.68,2014-05-13 00:00:00
2467.85,2014-12-05 00:00:00
2499.23,2014-09-05 00:00:00
2475.04,2014-08-05 00:00:00
2473.14,2014-07-05 00:00:00
2513.72,2014-06-05 00:00:00
2513.38,2014-05-05 00:00:00
2487.7,2014-02-05 00:00:00
2461.98,2014-04-30 00:00:00
2457.6,2014-04-29 00:00:00
2460.38,2014-04-28 00:00:00
2384.03,2014-04-25 00:00:00
2365.22,2014-04-24 00:00:00
2391.37,2014-04-22 00:00:00
2335.09,2014-04-21 00:00:00
2270.69,2014-04-18 00:00:00
2246.33,2014-04-17 00:00:00
2230.77,2014-04-16 00:00:00
2237.82,2014-04-15 00:00:00
2272.15,2014-04-14 00:00:00
2192.99,2014-11-04 00:00:00
2201.28,2014-10-04 00:00:00
2187.93,2014-09-04 00:00:00
2202.12,2014-08-04 00:00:00
2183.96,2014-07-04 00:00:00
2185.78,2014-04-04 00:00:00
2130.22,2014-03-04 00:00:00
2103.82,2014-02-04 00:00:00
2097.22,2014-01-04 00:00:00
2046.83,2014-03-31 00:00:00
2028.78,2014-03-28 00:00:00
1999.26,2014-03-27 00:00:00
2020.59,2014-03-26 00:00:00
1953.35,2014-03-25 00:00:00
1937.5,2014-03-24 00:00:00
1978.32,2014-03-21 00:00:00
1985.11,2014-03-20 00:00:00
1993.45,2014-03-19 00:00:00
2007.9,2014-03-18 00:00:00
1970.83,2014-03-17 00:00:00
1967.35,2014-03-14 00:00:00
1974.23,2014-03-13 00:00:00
1965.8,2014-12-03 00:00:00
2012.86,2014-11-03 00:00:00
2028.88,2014-10-03 00:00:00
2050.85,2014-07-03 00:00:00
2025.84,2014-06-03 00:00:00
2000.29,2014-05-03 00:00:00
1989.57,2014-04-03 00:00:00
1930.97,2014-03-03 00:00:00
1966.73,2014-02-28 00:00:00
1944.51,2014-02-27 00:00:00
1926.79,2014-02-26 00:00:00
1932.66,2014-02-25 00:00:00
2009.16,2014-02-24 00:00:00
2005.99,2014-02-21 00:00:00
2002.65,2014-02-20 00:00:00
1998.22,2014-02-19 00:00:00
2002.06,2014-02-18 00:00:00
1994.15,2014-02-17 00:00:00
1986.34,2014-02-14 00:00:00
1938.33,2014-02-13 00:00:00
1940.94,2014-12-02 00:00:00
1926.16,2014-11-02 00:00:00
1914.69,2014-10-02 00:00:00
1934.76,2014-07-02 00:00:00
1947.25,2014-06-02 00:00:00
1905.95,2014-05-02 00:00:00
1908.92,2014-04-02 00:00:00
1893.16,2014-03-02 00:00:00
1904.28,2014-01-31 00:00:00
1926.63,2014-01-30 00:00:00
1914.99,2014-01-29 00:00:00
1950.7,2014-01-28 00:00:00
1984.38,2014-01-27 00:00:00
1986.53,2014-01-24 00:00:00
2024.01,2014-01-23 00:00:00
2067.8,2014-01-22 00:00:00
2057.87,2014-01-21 00:00:00
2033.54,2014-01-20 00:00:00
2052.88,2014-01-17 00:00:00
2088.18,2014-01-16 00:00:00
2123.57,2014-01-15 00:00:00
2134.18,2014-01-14 00:00:00
2156.8,2014-01-13 00:00:00
2142.94,2014-10-01 00:00:00
2128.18,2014-09-01 00:00:00
2131.11,2014-08-01 00:00:00
2179.02,2014-07-01 00:00:00
2170.67,2014-06-01 00:00:00
2103.58,2014-03-01 00:00:00
2125.23,2014-02-01 00:00:00
2222.42,2013-12-31 00:00:00
2137.33,2013-12-30 00:00:00
2000.98,2013-12-27 00:00:00
2106.32,2013-12-26 00:00:00
2187.19,2013-12-25 00:00:00
2280.82,2013-12-24 00:00:00
2254.65,2013-12-23 00:00:00
2303.77,2013-12-20 00:00:00
2271.28,2013-12-19 00:00:00
2328.71,2013-12-18 00:00:00
2314.12,2013-12-17 00:00:00
2495.62,2013-12-16 00:00:00
2473.25,2013-12-13 00:00:00
2475.7,2013-12-12 00:00:00
2476.52,2013-11-12 00:00:00
2492.56,2013-10-12 00:00:00
2504.4,2013-09-12 00:00:00
2502.95,2013-06-12 00:00:00
2448.82,2013-05-12 00:00:00
2471.95,2013-04-12 00:00:00
2442.23,2013-03-12 00:00:00
2506.01,2013-02-12 00:00:00
2554.88,2013-11-29 00:00:00
2513.52,2013-11-28 00:00:00
2504.14,2013-11-27 00:00:00
2513.02,2013-11-26 00:00:00
2575.68,2013-11-25 00:00:00
2531.13,2013-11-22 00:00:00
2505.95,2013-11-21 00:00:00
2510.52,2013-11-20 00:00:00
2475.51,2013-11-19 00:00:00
2477.31,2013-11-18 00:00:00
2441.07,2013-11-15 00:00:00
2436.61,2013-11-14 00:00:00
2387.72,2013-11-13 00:00:00
2389.34,2013-12-11 00:00:00
2429.06,2013-11-11 00:00:00
2440.49,2013-08-11 00:00:00
2503.36,2013-07-11 00:00:00
2520.04,2013-06-11 00:00:00
2516.89,2013-05-11 00:00:00
2596.89,2013-04-11 00:00:00
2621.32,2013-01-11 00:00:00
2616.45,2013-10-31 00:00:00
2668.81,2013-10-30 00:00:00
2697.82,2013-10-28 00:00:00
2697.89,2013-10-25 00:00:00
2670.28,2013-10-24 00:00:00
2619.73,2013-10-23 00:00:00
2625.55,2013-10-22 00:00:00
2599.92,2013-10-21 00:00:00
2538.51,2013-10-14 00:00:00
2543.99,2013-11-10 00:00:00
2541.17,2013-10-10 00:00:00
2502.19,2013-09-10 00:00:00
2534.3,2013-08-10 00:00:00
2564.7,2013-07-10 00:00:00
2560.6,2013-04-10 00:00:00
2539.39,2013-03-10 00:00:00
2503.97,2013-02-10 00:00:00
2537.79,2013-01-10 00:00:00
2499.98,2013-09-30 00:00:00
2536.33,2013-09-27 00:00:00
2552.29,2013-09-26 00:00:00
2569.14,2013-09-25 00:00:00
2552.65,2013-09-24 00:00:00
2529.55,2013-09-23 00:00:00
2547.42,2013-09-20 00:00:00
2573.11,2013-09-19 00:00:00
2446.31,2013-09-18 00:00:00
2460.01,2013-09-17 00:00:00
2466.01,2013-09-16 00:00:00
2376.23,2013-09-13 00:00:00
2423.02,2013-12-09 00:00:00
2378.56,2013-11-09 00:00:00
2342.33,2013-10-09 00:00:00
2283.23,2013-09-09 00:00:00
2233.9,2013-06-09 00:00:00
2207.44,2013-05-09 00:00:00
2227.09,2013-04-09 00:00:00
2239.18,2013-03-09 00:00:00
2313.42,2013-02-09 00:00:00
2258.24,2013-08-29 00:00:00
2233.62,2013-08-28 00:00:00
2199.59,2013-08-27 00:00:00
2355.41,2013-08-26 00:00:00
2363.13,2013-08-23 00:00:00
2380.15,2013-08-22 00:00:00
2430.97,2013-08-21 00:00:00
2488.09,2013-08-20 00:00:00
2524.18,2013-08-19 00:00:00
2571.97,2013-08-16 00:00:00
2568.33,2013-08-15 00:00:00
2636.05,2013-08-14 00:00:00
2616.58,2013-08-13 00:00:00
2621.95,2013-12-08 00:00:00
2578.98,2013-07-08 00:00:00
2593.85,2013-06-08 00:00:00
2617.86,2013-05-08 00:00:00
2598.28,2013-02-08 00:00:00
2612.29,2013-01-08 00:00:00
2583.76,2013-07-31 00:00:00
2591.41,2013-07-30 00:00:00
2525.14,2013-07-29 00:00:00
2534.61,2013-07-26 00:00:00
2564.01,2013-07-25 00:00:00
2526.82,2013-07-24 00:00:00
2627.99,2013-07-23 00:00:00
2626.87,2013-07-22 00:00:00
2657.2,2013-07-19 00:00:00
2683.05,2013-07-18 00:00:00
2690.99,2013-07-17 00:00:00
2675.38,2013-07-16 00:00:00
2626.74,2013-07-15 00:00:00
2528.72,2013-12-07 00:00:00
2470.43,2013-11-07 00:00:00
2484.48,2013-10-07 00:00:00
2544.37,2013-09-07 00:00:00
2560.58,2013-08-07 00:00:00
2612.73,2013-05-07 00:00:00
2703.42,2013-04-07 00:00:00
2659.5,2013-03-07 00:00:00
2764.2,2013-02-07 00:00:00
2782.13,2013-01-07 00:00:00
2736.69,2013-06-28 00:00:00
2795.01,2013-06-27 00:00:00
2752.87,2013-06-26 00:00:00
2676.93,2013-06-25 00:00:00
2617.18,2013-06-24 00:00:00
2789.17,2013-06-21 00:00:00
2856.61,2013-06-20 00:00:00
3013.99,2013-06-19 00:00:00
2959.6,2013-06-18 00:00:00
2959.38,2013-06-17 00:00:00
2997.98,2013-06-14 00:00:00
2908.07,2013-06-13 00:00:00
2872.75,2013-12-06 00:00:00
2790.68,2013-11-06 00:00:00
2857.8,2013-10-06 00:00:00
2918.04,2013-07-06 00:00:00
2774.69,2013-06-06 00:00:00
2992.55,2013-05-06 00:00:00
3026.01,2013-04-06 00:00:00
2827.7,2013-03-06 00:00:00
3198.01,2013-05-31 00:00:00
3246,2013-05-30 00:00:00
3267.08,2013-05-29 00:00:00
3328,2013-05-28 00:00:00
3312.8,2013-05-27 00:00:00
3357.52,2013-05-24 00:00:00
3385.13,2013-05-23 00:00:00
3430.83,2013-05-22 00:00:00
3415.61,2013-05-21 00:00:00
3419.45,2013-05-20 00:00:00
3446.46,2013-05-17 00:00:00
3376.1,2013-05-16 00:00:00
3430.92,2013-05-15 00:00:00
3389.19,2013-05-14 00:00:00
3369.15,2013-05-13 00:00:00
3382.06,2013-10-05 00:00:00
3358.95,2013-09-05 00:00:00
3320.12,2013-08-05 00:00:00
3290.31,2013-07-05 00:00:00
3318.78,2013-06-05 00:00:00
3302.42,2013-03-05 00:00:00
3326.58,2013-02-05 00:00:00
3274.41,2013-04-30 00:00:00
3271.46,2013-04-29 00:00:00
3298.87,2013-04-26 00:00:00
3308.27,2013-04-25 00:00:00
3330.49,2013-04-24 00:00:00
3271.24,2013-04-22 00:00:00
3238.93,2013-04-19 00:00:00
3220.71,2013-04-18 00:00:00
3277.53,2013-04-17 00:00:00
3307.03,2013-04-16 00:00:00
3369.99,2013-04-15 00:00:00
3394.52,2013-12-04 00:00:00
3402.04,2013-11-04 00:00:00
3368.47,2013-10-04 00:00:00
3379.62,2013-09-04 00:00:00
3392.16,2013-08-04 00:00:00
3356.17,2013-05-04 00:00:00
3343.56,2013-04-04 00:00:00
3353.17,2013-03-04 00:00:00
3398.26,2013-02-04 00:00:00
3404.13,2013-01-04 00:00:00
3417.59,2013-03-29 00:00:00
3380.06,2013-03-28 00:00:00
3332.7,2013-03-27 00:00:00
3307.06,2013-03-26 00:00:00
3292.46,2013-03-25 00:00:00
3263.76,2013-03-22 00:00:00
3249.44,2013-03-21 00:00:00
3240.87,2013-03-20 00:00:00
3253.98,2013-03-19 00:00:00
3277.41,2013-03-18 00:00:00
3273.98,2013-03-15 00:00:00
3267.21,2013-03-14 00:00:00
3278.05,2013-03-13 00:00:00
3293.23,2013-12-03 00:00:00
3283.02,2013-11-03 00:00:00
3274.02,2013-08-03 00:00:00
3277.36,2013-07-03 00:00:00
3287.76,2013-06-03 00:00:00
3296.24,2013-05-03 00:00:00
3290.44,2013-04-03 00:00:00
3260.02,2013-01-03 00:00:00
3213.96,2013-02-28 00:00:00
3183.73,2013-02-27 00:00:00
3170.74,2013-02-26 00:00:00
3167.08,2013-02-25 00:00:00
3140.6,2013-02-22 00:00:00
3190.58,2013-02-21 00:00:00
3222.45,2013-02-20 00:00:00
3191.77,2013-02-19 00:00:00
3194.11,2013-02-18 00:00:00
3197.36,2013-02-15 00:00:00
3201.93,2013-02-14 00:00:00
3229.17,2013-02-13 00:00:00
3201.19,2013-12-02 00:00:00
3176.2,2013-11-02 00:00:00
3198.67,2013-08-02 00:00:00
3200.63,2013-07-02 00:00:00
3245.73,2013-06-02 00:00:00
3254.95,2013-05-02 00:00:00
3275.45,2013-04-02 00:00:00
3250.52,2013-01-02 00:00:00
3223.33,2013-01-31 00:00:00
3232.57,2013-01-30 00:00:00
3326.33,2013-01-29 00:00:00
3297.72,2013-01-28 00:00:00
3400.51,2013-01-25 00:00:00
3422.41,2013-01-24 00:00:00
3435.9,2013-01-23 00:00:00
3398.18,2013-01-22 00:00:00
3431.6,2013-01-21 00:00:00
3392.16,2013-01-18 00:00:00
3401.5,2013-01-17 00:00:00
3401.97,2013-01-16 00:00:00
3415.86,2013-01-15 00:00:00
3422.59,2013-01-14 00:00:00
3413.67,2013-11-01 00:00:00
3385.13,2013-10-01 00:00:00
3311.12,2013-09-01 00:00:00
3238.13,2013-08-01 00:00:00
3292.76,2013-07-01 00:00:00
3292.62,2013-04-01 00:00:00
3272.05,2013-03-01 00:00:00
3161.13,2013-02-01 00:00:00
3045.24,2013-01-01 00:00:00
3045.24,2012-12-31 00:00:00
3048.24,2012-12-28 00:00:00
3054.23,2012-12-27 00:00:00
3054.07,2012-12-26 00:00:00
2995.71,2012-12-25 00:00:00
2976.96,2012-12-24 00:00:00
